,PermitType,PermitTypeDesc,PermitNum,PermitClassMapped,PermitClass,WorkClass,Condominium,ProjectName,TCAD_ID,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,StatusDate,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,Key,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ProjectID,MasterPermitNum,Latitude,Longitude,Location,BlockGroupCode
8876,BP,Building Permit,2018-003271 BP,Residential,R- 101 Single Family Houses,New,No,7340 DUNGAREES WAY,336520133,12/20/2017,1/10/2018,WEDNESDAY,2018,4/27/2018,10/24/2018,,,,"2,850",,"$136,440.00 ",2.0,1,8877,7340 DUNGAREES WAY,AUSTIN,TX,78617,11848434,11840698.0,30.15205253,-97.59096559,"(30.15205253, -97.59096559)",484530000000
8877,BP,Building Permit,2018-006351 BP,Residential,R- 101 Single Family Houses,New,Yes,9400 BAYSHORE BND,167370601,11/28/2017,1/24/2018,WEDNESDAY,2018,4/27/2018,10/24/2018,,,,"2,717",,"$263,990.00 ",1.0,1,8878,9400 BAYSHORE BND,AUSTIN,TX,78726,11852127,11829298.0,30.43469378,-97.84281797,"(30.43469378, -97.84281797)",484530000000
8878,BP,Building Permit,2018-005416 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1413 THADDEUS CV,109230203,12/1/2017,1/18/2018,THURSDAY,2018,4/30/2018,10/27/2018,,,1,"1,832","$252,000.00 ","$425,000.00 ",2.0,1,8879,1413 THADDEUS CV,AUSTIN,TX,78746,11851058,11830940.0,30.27910972,-97.82631386,"(30.27910972, -97.82631386)",484530019174
8879,BP,Building Permit,2017-147560 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,2602 TANGLEWOOD TRL,118060110,11/8/2017,3/26/2018,MONDAY,2018,4/26/2018,10/23/2018,,,"3,000",0,"$274,100.00 ","$274,100.00 ",1.0,1,8880,2602 TANGLEWOOD TRL,AUSTIN,TX,78703,11827815,11820531.0,30.30446794,-97.77263587,"(30.30446794, -97.77263587)",484530016043
8880,BP,Building Permit,2017-110530 BP,Residential,R- 102 Secondary Apartment,New,No,1404 WALNUT AVE,210111910,2/13/2017,1/23/2018,TUESDAY,2018,4/9/2018,10/6/2018,,,,"1,391",,"$125,000.00 ",2.0,1,8881,1404 WALNUT AVE,AUSTIN,TX,78702,11784435,11672229.0,30.27736299,-97.71275105,"(30.27736299, -97.71275105)",484530008031
8881,BP,Building Permit,2017-098883 BP,Residential,R- 101 Single Family Houses,New,Yes,801 NORTH BLUFF DR BLDG 38,422050401,6/9/2017,2/23/2018,FRIDAY,2018,4/26/2018,10/23/2018,,,,"1,550",,"$145,000.00 ",2.0,1,8882,801 NORTH BLUFF DR BLDG 38,AUSTIN,TX,78745,11770441,11737023.0,30.19354336,-97.77200446,"(30.19354336, -97.77200446)",484530024024
8882,BP,Building Permit,2017-069524 BP,Residential,R- 101 Single Family Houses,New,Yes,8922 MANCHACA RD UNIT 405,426210901,4/7/2017,2/5/2018,MONDAY,2018,5/1/2018,10/28/2018,,,,"2,336",,"$125,000.00 ",2.0,1,8883,8922 MANCHACA RD UNIT 405,AUSTIN,TX,78748,11735858,11702299.0,30.18279457,-97.8190055,"(30.18279457, -97.8190055)",484530017473
8883,BP,Building Permit,2017-069523 BP,Residential,R- 101 Single Family Houses,New,Yes,8922 MANCHACA RD UNIT 404,426210901,4/7/2017,2/5/2018,MONDAY,2018,5/1/2018,10/28/2018,,,,"2,222",,"$125,000.00 ",2.0,1,8884,8922 MANCHACA RD UNIT 404,AUSTIN,TX,78748,11735857,11702299.0,30.18279457,-97.8190055,"(30.18279457, -97.8190055)",484530017473
8884,BP,Building Permit,2017-069522 BP,Residential,R- 101 Single Family Houses,New,Yes,8922 MANCHACA RD UNIT 403,426210901,4/7/2017,2/5/2018,MONDAY,2018,5/1/2018,10/28/2018,,,,"2,234",,"$125,000.00 ",2.0,1,8885,8922 MANCHACA RD UNIT 403,AUSTIN,TX,78748,11735856,11702299.0,30.18279457,-97.8190055,"(30.18279457, -97.8190055)",484530017473
8885,BP,Building Permit,2017-069521 BP,Residential,R- 101 Single Family Houses,New,Yes,8922 MANCHACA RD UNIT 402,426210901,4/7/2017,2/5/2018,MONDAY,2018,5/1/2018,10/28/2018,,,,"2,222",,"$125,000.00 ",2.0,1,8886,8922 MANCHACA RD UNIT 402,AUSTIN,TX,78748,11735855,11702299.0,30.18279457,-97.8190055,"(30.18279457, -97.8190055)",484530017473
8886,BP,Building Permit,2017-069520 BP,Residential,R- 101 Single Family Houses,New,Yes,8922 MANCHACA RD UNIT 401,426210901,4/7/2017,2/5/2018,MONDAY,2018,5/1/2018,10/28/2018,,,,"2,202",,"$119,000.00 ",2.0,1,8887,8922 MANCHACA RD UNIT 401,AUSTIN,TX,78748,11735854,11702299.0,30.18279457,-97.8190055,"(30.18279457, -97.8190055)",484530017473
8887,BP,Building Permit,2018-059100 BP,Residential,R- 101 Single Family Houses,New,No,5809 KENNEDY ST,443051303,2/20/2018,3/26/2018,MONDAY,2018,4/25/2018,10/22/2018,,,,"1,871",,"$83,460.00 ",1.0,1,8888,5809 KENNEDY ST,AUSTIN,TX,78747,11913452,11869563.0,30.13746523,-97.76941473,"(30.13746523, -97.76941473)",484530000000
8888,BP,Building Permit,2018-059091 BP,Residential,R- 101 Single Family Houses,New,No,5817 KENNEDY ST,443051305,2/16/2018,3/26/2018,MONDAY,2018,4/24/2018,10/21/2018,,,,"2,589",,"$86,940.00 ",2.0,1,8889,5817 KENNEDY ST,AUSTIN,TX,78747,11913432,11869042.0,30.13732834,-97.76917155,"(30.13732834, -97.76917155)",484530000000
8889,BP,Building Permit,2018-056203 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,12020 THOMPKINS DR,250281806,8/19/2016,3/26/2018,MONDAY,2018,3/26/2018,9/22/2018,,,500,0,"$10,000.00 ","$10,000.00 ",1.0,1,8890,12020 THOMPKINS DR,AUSTIN,TX,78753,11908307,11585587.0,30.38491765,-97.66215952,"(30.38491765, -97.66215952)",484530018352
8890,BP,Building Permit,2018-055127 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,2610 WOOLDRIDGE DR,116000220,2/12/2018,3/23/2018,FRIDAY,2018,4/25/2018,10/22/2018,,,,634,,"$50,000.00 ",0.0,0,8891,2610 WOOLDRIDGE DR,AUSTIN,TX,78703,11907014,11865835.0,30.29551496,-97.75121682,"(30.29551496, -97.75121682)",484530016033
8891,BP,Building Permit,2018-054316 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,12905 ARMAGA SPRINGS RD,266160119,1/31/2018,3/23/2018,FRIDAY,2018,4/25/2018,4/25/2018,4/25/2018,,0,409,$0.00 ,"$18,406.00 ",1.0,0,8892,12905 ARMAGA SPRINGS RD,AUSTIN,TX,78727,11906062,11859842.0,30.42769865,-97.69881205,"(30.42769865, -97.69881205)",484530000000
8892,BP,Building Permit,2018-054123 BP,Residential,R- 101 Single Family Houses,New,Yes,7201 CRANDOWER CT,312180901,2/21/2018,3/20/2018,TUESDAY,2018,4/25/2018,10/22/2018,,,,"2,394",,"$138,329.00 ",2.0,1,8893,7201 CRANDOWER CT,AUSTIN,TX,78741,11905836,11870836.0,30.22103194,-97.69688303,"(30.22103194, -97.69688303)",484530000000
8893,BP,Building Permit,2018-052823 BP,Residential,R- 101 Single Family Houses,New,No,5901 BELL TOWER LN,443051236,3/12/2018,3/14/2018,WEDNESDAY,2018,4/25/2018,10/22/2018,,,,"2,981",,"$146,460.00 ",2.0,1,8894,5901 BELL TOWER LN,AUSTIN,TX,78747,11904311,11903654.0,30.13657749,-97.76944461,"(30.13657749, -97.76944461)",484530000000
8894,BP,Building Permit,2018-022351 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,7917 NASHFARA CV,164091914,1/24/2018,2/22/2018,THURSDAY,2018,4/25/2018,10/22/2018,,,,476,,"$50,000.00 ",1.0,1,8895,7917 NASHFARA CV,AUSTIN,TX,78759,11871223,11855938.0,30.42144825,-97.77997228,"(30.42144825, -97.77997228)",484530000000
8895,BP,Building Permit,2018-021567 BP,Residential,R- 101 Single Family Houses,New,No,3013 GUERRERO DR,316380215,9/11/2017,3/26/2018,MONDAY,2018,3/27/2018,9/23/2018,,,,"1,860",,"$80,000.00 ",1.0,1,8896,3013 GUERRERO DR,AUSTIN,TX,78617,11870339,11787737.0,30.20626939,-97.63476245,"(30.20626939, -97.63476245)",484530024331
8896,BP,Building Permit,2018-019053 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1711 W 34TH ST,120011015,2/5/2018,2/15/2018,THURSDAY,2018,4/25/2018,10/22/2018,,,510,0,$0.00 ,"$32,000.00 ",1.0,1,8897,1711 W 34TH ST,AUSTIN,TX,78703,11867369,11862233.0,30.306953600000003,-97.75367482,"(30.3069536, -97.75367482)",484530016032
8897,BP,Building Permit,2018-019037 BP,Residential,R- 103 Two Family Bldgs,New,No,312 DELMAR AVE,231140107,1/19/2018,3/26/2018,MONDAY,2018,4/16/2018,10/13/2018,,,,"3,560",,"$300,000.00 ",2.0,2,8898,312 DELMAR AVE,AUSTIN,TX,78752,11867345,11853165.0,30.33822965,-97.70595453,"(30.33822965, -97.70595453)",484530018041
8898,BP,Building Permit,2018-017015 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,2504 KEATING LN,117040607,12/20/2017,2/26/2018,MONDAY,2018,4/25/2018,10/22/2018,,,,362,,"$52,000.00 ",0.0,0,8899,2504 KEATING LN,AUSTIN,TX,78703,11865020,11840694.0,30.29733961,-97.76468898,"(30.29733961, -97.76468898)",484530016035
8899,BP,Building Permit,2018-016358 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1413 NEWTON ST,400001002,8/2/2017,2/9/2018,FRIDAY,2018,4/25/2018,10/22/2018,,,0,985,$0.00 ,"$75,000.00 ",2.0,1,8900,1413 NEWTON ST,AUSTIN,TX,78704,11864264,11766098.0,30.24969715,-97.75162471,"(30.24969715, -97.75162471)",484530013053
8900,BP,Building Permit,2018-056958 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,1214 DELONEY ST,211170249,3/5/2018,3/26/2018,MONDAY,2018,3/26/2018,9/22/2018,,,,366,,"$38,000.00 ",1.0,1,8901,1214 DELONEY ST,AUSTIN,TX,78721,11911084,11899055.0,30.27909149,-97.69325018,"(30.27909149, -97.69325018)",484530021092
8901,BP,Building Permit,2018-012613 BP,Residential,R- 101 Single Family Houses,New,No,5804 KENNEDY ST,443050914,1/10/2018,2/1/2018,THURSDAY,2018,4/25/2018,10/22/2018,,,,"1,914",,"$83,460.00 ",1.0,1,8902,5804 KENNEDY ST,AUSTIN,TX,78747,11859769,11849561.0,30.13795954,-97.76924025,"(30.13795954, -97.76924025)",484530000000
8902,BP,Building Permit,2018-012400 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,11511 SPICEWOOD PKWY,170150115,12/20/2017,2/1/2018,THURSDAY,2018,4/25/2018,10/22/2018,,,"2,811",0,$0.00 ,"$75,000.00 ",1.0,1,8903,11511 SPICEWOOD PKWY,AUSTIN,TX,78750,11859510,11840740.0,30.44228418,-97.80048751,"(30.44228418, -97.80048751)",484530017811
8903,BP,Building Permit,2018-011163 BP,Residential,R- 102 Secondary Apartment,New,No,1510 EVA ST,400000908,9/29/2017,1/30/2018,TUESDAY,2018,4/25/2018,10/22/2018,,,,160,,"$50,000.00 ",1.0,1,8904,1510 EVA ST,AUSTIN,TX,78704,11858077,11799437.0,30.248656300000004,-97.75156384,"(30.2486563, -97.75156384)",484530013053
8904,BP,Building Permit,2018-009758 BP,Residential,R- 101 Single Family Houses,New,No,2604 SUTHERLAND ST,103150201,11/21/2017,1/30/2018,TUESDAY,2018,4/25/2018,10/22/2018,,,,"2,456",,"$150,000.00 ",2.0,1,8905,2604 SUTHERLAND ST,AUSTIN,TX,78746,11856383,11827241.0,30.26044313,-97.81241799,"(30.26044313, -97.81241799)",484530000000
8905,BP,Building Permit,2018-009753 BP,Residential,R- 101 Single Family Houses,New,No,2606 SUTHERLAND ST,103150201,11/21/2017,1/30/2018,TUESDAY,2018,4/25/2018,10/22/2018,,,,"2,456",,"$150,000.00 ",2.0,1,8906,2606 SUTHERLAND ST,AUSTIN,TX,78746,11856373,11827244.0,30.26036972,-97.8124611,"(30.26036972, -97.8124611)",484530000000
8906,BP,Building Permit,2018-009740 BP,Residential,R- 101 Single Family Houses,New,No,2602 SUTHERLAND ST,103150201,11/21/2017,1/30/2018,TUESDAY,2018,4/25/2018,10/22/2018,,,,"2,456",,"$150,000.00 ",2.0,1,8907,2602 SUTHERLAND ST,AUSTIN,TX,78746,11856350,11827239.0,30.26051279,-97.8123243,"(30.26051279, -97.8123243)",484530000000
8907,BP,Building Permit,2018-009729 BP,Residential,R- 101 Single Family Houses,New,No,2600 SUTHERLAND ST,103150201,11/21/2017,1/30/2018,TUESDAY,2018,4/25/2018,10/22/2018,,,,"2,456",,"$150,000.00 ",2.0,1,8908,2600 SUTHERLAND ST,AUSTIN,TX,78746,11856336,11827237.0,30.26056183,-97.81230084,"(30.26056183, -97.81230084)",484530000000
8908,BP,Building Permit,2018-047872 BP,Residential,R- 101 Single Family Houses,New,No,6321 GRAYMONT DR,247460107,2/27/2018,3/6/2018,TUESDAY,2018,4/25/2018,10/22/2018,,,,"2,380",,"$133,280.00 ",2.0,1,8909,6321 GRAYMONT DR,AUSTIN,TX,78653,11898454,11875498.0,30.37743018,-97.60371631,"(30.37743018, -97.60371631)",484530000000
8909,BP,Building Permit,2018-026791 BP,Residential,R- 101 Single Family Houses,New,Yes,8806 DONATELLO DR,R496711,1/29/2018,3/7/2018,WEDNESDAY,2018,4/4/2018,9/3/2018,,,,"1,911",,"$101,937.00 ",1.0,1,8910,8806 DONATELLO DR,AUSTIN,TX,78729,11877029,11858449.0,30.45328728,-97.77464289,"(30.45328728, -97.77464289)",484530000000
8910,BP,Building Permit,2018-026790 BP,Residential,R- 101 Single Family Houses,New,Yes,8808 DONATELLO DR,R496711,1/29/2018,3/7/2018,WEDNESDAY,2018,4/4/2018,9/3/2018,,,,"2,280",,"$101,937.00 ",1.0,1,8911,8808 DONATELLO DR,AUSTIN,TX,78729,11877028,11858449.0,30.45328425,-97.77476678,"(30.45328425, -97.77476678)",484530000000
8911,BP,Building Permit,2018-026789 BP,Residential,R- 101 Single Family Houses,New,Yes,8810 DONATELLO DR,R496711,1/29/2018,3/2/2018,FRIDAY,2018,4/4/2018,9/3/2018,,,,"1,911",,"$101,937.00 ",1.0,1,8912,8810 DONATELLO DR,AUSTIN,TX,78729,11877027,11858449.0,30.45327259,-97.77487186,"(30.45327259, -97.77487186)",484530000000
8912,BP,Building Permit,2018-025934 BP,Residential,R- 101 Single Family Houses,New,Yes,107 VIRTUS BND,428090801,2/26/2018,3/2/2018,FRIDAY,2018,4/25/2018,10/22/2018,,,,"1,780",,"$97,900.00 ",2.0,1,8913,107 VIRTUS BND,AUSTIN,TX,78748,11875962,11873430.0,30.17826362,-97.78790802,"(30.17826362, -97.78790802)",484530000000
8913,BP,Building Permit,2018-024737 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,8158 CEBERRY DR,243010421,12/8/2017,2/28/2018,WEDNESDAY,2018,4/25/2018,10/22/2018,,,0,554,$0.00 ,"$28,000.00 ",2.0,1,8914,8158 CEBERRY DR,AUSTIN,TX,78759,11874057,11834589.0,30.36969676,-97.74983015,"(30.36969676, -97.74983015)",484530017072
8914,BP,Building Permit,2017-160618 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1709 AGGIE LN,235080902,10/9/2017,1/2/2018,TUESDAY,2018,4/25/2018,4/25/2018,4/25/2018,,0,192,$0.00 ,"$20,000.00 ",1.0,1,8915,1709 AGGIE LN,AUSTIN,TX,78757,11843835,11803726.0,30.3476599,-97.72667169,"(30.3476599, -97.72667169)",484530015043
8915,BP,Building Permit,2017-049801 BP,Residential,R- 101 Single Family Houses,New,No,4615 BULL CREEK RD,226000146,2/15/2017,2/8/2018,THURSDAY,2018,4/25/2018,10/22/2018,,,,"3,267",,"$250,000.00 ",2.0,1,8916,4615 BULL CREEK RD,AUSTIN,TX,78731,11712341,11674107.0,30.32276133,-97.75183823,"(30.32276133, -97.75183823)",484530001011
8916,BP,Building Permit,2018-007863 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6907 WINTERBERRY DR,145130524,6/30/2017,1/23/2018,TUESDAY,2018,4/25/2018,10/22/2018,,,0,675,"$150,000.00 ","$155,000.00 ",2.0,1,8917,6907 WINTERBERRY DR,AUSTIN,TX,78750,11854038,11749209.0,30.37383405,-97.79714037,"(30.37383405, -97.79714037)",484530017162
8917,BP,Building Permit,2018-003268 BP,Residential,R- 101 Single Family Houses,New,No,7316 DUNGAREES WAY,336520128,12/20/2017,1/10/2018,WEDNESDAY,2018,4/25/2018,10/22/2018,,,,"2,847",,"$136,800.00 ",2.0,1,8918,7316 DUNGAREES WAY,AUSTIN,TX,78617,11848427,11840281.0,30.1519874,-97.59023637,"(30.1519874, -97.59023637)",484530000000
8918,BP,Building Permit,2018-057432 BP,Residential,R- 438 Residential Garage/Carport Addn,New,No,1719 JUSTIN LN,234061201,1/19/2018,3/23/2018,FRIDAY,2018,4/20/2018,10/17/2018,,,,307,,"$20,000.00 ",1.0,1,8919,1719 JUSTIN LN,AUSTIN,TX,78757,11911637,11853508.0,30.34253709,-97.73105922,"(30.34253709, -97.73105922)",484530015052
8919,BP,Building Permit,2018-057430 BP,Residential,R- 103 Two Family Bldgs,New,No,1719 JUSTIN LN,234061201,1/19/2018,3/23/2018,FRIDAY,2018,4/20/2018,10/17/2018,,,,"4,131",,"$280,000.00 ",2.0,2,8920,1719 JUSTIN LN,AUSTIN,TX,78757,11911635,11853508.0,30.34253709,-97.73105922,"(30.34253709, -97.73105922)",484530015052
8920,BP,Building Permit,2018-057278 BP,Residential,R- 101 Single Family Houses,New,No,2007 PENNSYLVANIA AVE,208091904,9/27/2017,3/23/2018,FRIDAY,2018,4/6/2018,10/3/2018,,,,"3,284",,"$200,000.00 ",2.0,1,8921,2007 PENNSYLVANIA AVE,AUSTIN,TX,78702,11911471,11797694.0,30.271841600000002,-97.71779652,"(30.2718416, -97.71779652)",484530008041
8921,BP,Building Permit,2018-057113 BP,Residential,R- 438 Residential Retaining Wall,New,No,6108 HAROLD CT,207240232,3/22/2018,3/22/2018,THURSDAY,2018,3/22/2018,9/18/2018,,,,,,"$7,000.00 ",,,8922,6108 HAROLD CT,AUSTIN,TX,78721,11911272,,30.26891228,-97.67409242,"(30.26891228, -97.67409242)",484530021101
8922,BP,Building Permit,2018-056952 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,12413 SPLIT RAIL PKWY,R075407,2/23/2018,3/23/2018,FRIDAY,2018,4/19/2018,10/16/2018,,,"1,900",0,"$2,000.00 ","$40,000.00 ",1.0,1,8923,12413 SPLIT RAIL PKWY,AUSTIN,TX,78750,11911076,11872262.0,30.46242891,-97.80474247,"(30.46242891, -97.80474247)",4849100204032
8923,BP,Building Permit,2018-056659 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,4209 VENADO DR,141050802,3/2/2018,3/22/2018,THURSDAY,2018,4/23/2018,10/20/2018,,,,467,,"$50,000.00 ",1.0,1,8924,4209 VENADO DR,AUSTIN,TX,78731,11910738,11898001.0,30.36156547,-97.76895376,"(30.36156547, -97.76895376)",484530017052
8924,BP,Building Permit,2018-055751 BP,Residential,R- 330  Accessory Use to Primary,New,No,4904 BEVERLY HILLS DR,131060103,2/2/2018,3/20/2018,TUESDAY,2018,3/20/2018,9/16/2018,,,,820,,"$200,000.00 ",1.0,1,8925,4904 BEVERLY HILLS DR,AUSTIN,TX,78731,11907781,11861302.0,30.33548678,-97.76785232,"(30.33548678, -97.76785232)",484530001021
8925,BP,Building Permit,2018-055716 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1707 NILES RD,112020102,3/14/2018,3/20/2018,TUESDAY,2018,4/10/2018,9/17/2018,,,"4,666",0,$0.00 ,"$60,000.00 ",1.0,1,8926,1707 NILES RD,AUSTIN,TX,78703,11907741,11905213.0,30.28660459,-97.75972976,"(30.28660459, -97.75972976)",484530016052
8926,BP,Building Permit,2018-055613 BP,Residential,R- 101 Single Family Houses,New,Yes,13501 METRIC BLVD UNIT 5,264201401,8/8/2017,3/22/2018,THURSDAY,2018,4/12/2018,10/9/2018,,,,"1,954",,$0.00 ,3.0,1,8927,13501 METRIC BLVD UNIT 5,AUSTIN,TX,78727,11907622,11769073.0,30.42423727,-97.67912186,"(30.42423727, -97.67912186)",484530018483
8927,BP,Building Permit,2018-055453 BP,Residential,R- 101 Single Family Houses,New,No,5813 BELL TOWER LN,443051234,3/19/2018,3/20/2018,TUESDAY,2018,4/24/2018,10/21/2018,,,,"2,233",,"$101,940.00 ",1.0,1,8928,5813 BELL TOWER LN,AUSTIN,TX,78747,11907432,11907115.0,30.13669295,-97.76971683,"(30.13669295, -97.76971683)",484530000000
8928,BP,Building Permit,2018-055315 BP,Residential,R- 101 Single Family Houses,New,Yes,2200 SIMOND AVE,217163120,2/14/2018,3/22/2018,THURSDAY,2018,4/3/2018,9/30/2018,,,,"1,557",,"$92,925.00 ",2.0,1,8929,2200 SIMOND AVE,AUSTIN,TX,78723,11907251,11867180.0,30.29684866,-97.69916999,"(30.29684866, -97.69916999)",484530000000
8929,BP,Building Permit,2018-054788 BP,Residential,R- 101 Single Family Houses,New,No,11109 RELIANCE CREEK DR,239330605,2/23/2018,3/20/2018,TUESDAY,2018,3/20/2018,9/16/2018,,,,"2,012",,"$130,780.00 ",1.0,1,8930,11109 RELIANCE CREEK DR,AUSTIN,TX,78754,11906645,11872667.0,30.35674208,-97.64161468,"(30.35674208, -97.64161468)",484530000000
8930,BP,Building Permit,2018-054781 BP,Residential,R- 101 Single Family Houses,New,No,10721 MULE TRAIN DR,239360201,2/23/2018,3/22/2018,THURSDAY,2018,3/22/2018,9/18/2018,,,,"3,043",,"$197,795.00 ",2.0,1,8931,10721 MULE TRAIN DR,AUSTIN,TX,78754,11906634,11872699.0,30.35582949,-97.64072359,"(30.35582949, -97.64072359)",484530000000
8931,BP,Building Permit,2018-054772 BP,Residential,R- 101 Single Family Houses,New,No,11108 RELIANCE CREEK DR,239330412,2/23/2018,3/20/2018,TUESDAY,2018,3/20/2018,9/16/2018,,,,"2,656",,"$172,640.00 ",2.0,1,8932,11108 RELIANCE CREEK DR,AUSTIN,TX,78754,11906615,11872712.0,30.35708825,-97.64146547,"(30.35708825, -97.64146547)",484530000000
8932,BP,Building Permit,2018-054754 BP,Residential,R- 101 Single Family Houses,New,No,9501 HUNTER LN,432130609,2/23/2018,3/20/2018,TUESDAY,2018,4/19/2018,10/16/2018,,,,"2,289",,"$260,946.00 ",2.0,1,8933,9501 HUNTER LN,AUSTIN,TX,78748,11906591,11872940.0,30.16661344,-97.80024882,"(30.16661344, -97.80024882)",484530000000
8933,BP,Building Permit,2018-054721 BP,Residential,R- 101 Single Family Houses,New,No,7925 BEACON KNOB WAY,334130206,2/23/2018,3/22/2018,THURSDAY,2018,4/17/2018,10/14/2018,,,,"3,510",,"$400,410.00 ",2.0,1,8934,7925 BEACON KNOB WAY,AUSTIN,TX,78744,11906546,11873008.0,30.15769431,-97.71268836,"(30.15769431, -97.71268836)",484530000000
8934,BP,Building Permit,2018-054684 BP,Residential,R- 438 Residential Garage/Carport Addn,New,No,301 EL PASO ST,405030719,2/16/2018,3/16/2018,FRIDAY,2018,3/16/2018,9/12/2018,,,,424,,"$288,000.00 ",0.0,0,8935,301 EL PASO ST,AUSTIN,TX,78704,11906491,11868526.0,30.23498985,-97.75962287,"(30.23498985, -97.75962287)",484530013081
8935,BP,Building Permit,2018-054683 BP,Residential,R- 101 Single Family Houses,New,No,301 EL PASO ST,405030719,2/16/2018,3/16/2018,FRIDAY,2018,3/16/2018,9/12/2018,,,,"2,184",,"$288,000.00 ",2.0,1,8936,301 EL PASO ST,AUSTIN,TX,78704,11906490,11868526.0,30.23498985,-97.75962287,"(30.23498985, -97.75962287)",484530013081
8936,BP,Building Permit,2018-054653 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,8203 HANBRIDGE LN,406442106,2/21/2018,3/20/2018,TUESDAY,2018,4/23/2018,10/20/2018,,,,528,,"$40,000.00 ",0.0,0,8937,8203 HANBRIDGE LN,AUSTIN,TX,78736,11906450,11870864.0,30.23769849,-97.89411122,"(30.23769849, -97.89411122)",484530017692
8937,BP,Building Permit,2018-054565 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,906 CRIPPLE CREEK DR,245160316,2/23/2018,3/16/2018,FRIDAY,2018,4/2/2018,9/29/2018,,,155,0,$0.00 ,"$25,000.00 ",1.0,1,8938,906 CRIPPLE CREEK DR,AUSTIN,TX,78758,11906351,11872300.0,30.372487300000003,-97.69532129,"(30.3724873, -97.69532129)",484530018222
8938,BP,Building Permit,2018-054483 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,1007 DAPHNE CT,405060329,2/2/2018,3/22/2018,THURSDAY,2018,4/23/2018,10/20/2018,,,,264,,"$66,000.00 ",0.0,0,8939,1007 DAPHNE CT,AUSTIN,TX,78704,11906250,11861168.0,30.23340819,-97.77237251,"(30.23340819, -97.77237251)",484530013071
8939,BP,Building Permit,2018-054481 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,2510 JANICE DR,117040604,3/2/2018,3/20/2018,TUESDAY,2018,4/13/2018,10/10/2018,,,0,486,$0.00 ,"$50,000.00 ",0.0,0,8940,2510 JANICE DR,AUSTIN,TX,78703,11906246,11898073.0,30.29779736,-97.76529802,"(30.29779736, -97.76529802)",484530016035
8940,BP,Building Permit,2018-054383 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,9333 SANFORD DR,426231811,2/28/2018,3/16/2018,FRIDAY,2018,3/16/2018,9/12/2018,,,,434,,"$38,000.00 ",1.0,1,8941,9333 SANFORD DR,AUSTIN,TX,78748,11906132,11876195.0,30.18436788,-97.83488815,"(30.18436788, -97.83488815)",484530017461
8941,BP,Building Permit,2018-054345 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1000 E 2ND ST,204051212,1/22/2018,3/19/2018,MONDAY,2018,4/23/2018,10/20/2018,,,1,532,"$100,000.00 ","$200,000.00 ",1.0,1,8942,1000 E 2ND ST,AUSTIN,TX,78702,11906091,11854440.0,30.26172362,-97.73390591,"(30.26172362, -97.73390591)",484530009024
8942,BP,Building Permit,2018-054248 BP,Residential,R- 101 Single Family Houses,New,No,6300 ROUTENBURN ST,250460205,1/31/2018,3/20/2018,TUESDAY,2018,3/20/2018,9/16/2018,,,,"2,916",,"$163,296.00 ",2.0,1,8943,6300 ROUTENBURN ST,AUSTIN,TX,78653,11905980,11860031.0,30.37954453,-97.60368183,"(30.37954453, -97.60368183)",484530000000
8943,BP,Building Permit,2018-054204 BP,Residential,R- 101 Single Family Houses,New,No,6304 ROUTENBURN ST,250460204,1/31/2018,3/20/2018,TUESDAY,2018,3/20/2018,9/16/2018,,,,"2,617",,"$146,552.00 ",2.0,1,8944,6304 ROUTENBURN ST,AUSTIN,TX,78653,11905925,11859995.0,30.37951842,-97.60348906,"(30.37951842, -97.60348906)",484530000000
